Bin_Index,Flux_Ion,Flux_Atom,E_ion,E_atom,alpha_ion,alpha_atom,heat_total
1.800000000000000000e+01,8.747286562499998515e+20,1.777214811874999992e+20,1.328886249999999905e+02,5.704965006250062487e+01,6.000000000000000000e+01,4.500000000000000000e+01,8.633140187499999593e+04
1.900000000000000000e+01,6.887150000000000328e+21,1.557915000000000033e+21,8.820669999999999789e+01,5.169230000000000302e+01,6.000000000000000000e+01,4.500000000000000000e+01,5.998085000000000000e+05
2.000000000000000000e+01,2.333269999999999856e+22,4.710419999999999869e+21,4.659749999999999659e+01,3.853159999999999741e+01,6.000000000000000000e+01,4.500000000000000000e+01,1.197790000000000000e+06
2.100000000000000000e+01,1.237090499999999900e+23,5.729005000000000544e+22,1.398843500000000084e+01,1.278979999999999961e+01,6.000000000000000000e+01,4.500000000000000000e+01,1.148375000000000000e+06
2.200000000000000000e+01,2.019230000000000139e+23,3.140789999999999982e+23,2.644429999999999836e+00,3.259170000000000122e+00,6.000000000000000000e+01,4.500000000000000000e+01,9.305420000000000000e+05
2.300000000000000000e+01,1.095520999999999952e+23,3.799722499999999931e+23,1.504564999999999930e+00,1.840535000000000032e+00,6.000000000000000000e+01,4.500000000000000000e+01,4.737132500000000000e+05
2.400000000000000000e+01,2.411614999999999797e+22,5.410444999999999495e+22,1.168639999999999901e+00,1.579085000000000072e+00,6.000000000000000000e+01,4.500000000000000000e+01,9.564064999999999418e+04
2.500000000000000000e+01,4.778499999999999345e+21,1.289942999999999849e+22,1.014542666666666593e+00,1.304903333333333526e+00,6.000000000000000000e+01,4.500000000000000000e+01,2.583336666666666861e+04
2.600000000000000000e+01,6.981600000000000000e+20,7.797260000000000131e+21,8.243599999999999817e-01,1.038728000000000096e+00,6.000000000000000000e+01,4.500000000000000000e+01,9.860260000000000218e+03
2.700000000000000000e+01,1.794544999999999836e+20,7.520724999999999443e+21,7.187954999999999206e-01,1.013220999999999927e+00,6.000000000000000000e+01,4.500000000000000000e+01,7.064350000000000364e+03
2.800000000000000000e+01,6.323260000000000000e+19,5.890919999999999738e+21,6.317399999999999682e-01,1.094859999999999944e+00,6.000000000000000000e+01,4.500000000000000000e+01,5.808920000000000073e+03
2.900000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.000000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.100000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
