Bin_Index,Flux_Ion,Flux_Atom,E_ion,E_atom,alpha_ion,alpha_atom,heat_total
18,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
19,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
20,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
21,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
22,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
23,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
24,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
25,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
26,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
27,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
28,1.065026249999999959e+20,1.169457475000000102e+19,1.157672499999999900e+02,4.651922525000249919e+01,6.000000000000000000e+01,4.500000000000000000e+01,4.765075749999999971e+04
29,2.424382500000000246e+20,4.147962499999999590e+19,1.445674999999999955e+02,6.693639999999999191e+01,6.000000000000000000e+01,4.500000000000000000e+01,6.296847499999999854e+04
30,6.328212500000001229e+20,1.161264750000000041e+20,1.460917499999999905e+02,4.991020000000000323e+01,6.000000000000000000e+01,4.500000000000000000e+01,6.989537500000000000e+04
31,1.383488159999999869e+21,4.847312099999998804e+21,5.051734090000000066e+01,2.656778380000000084e+01,6.000000000000000000e+01,4.500000000000000000e+01,7.145198399999999674e+04
32,7.037689214285714240e+22,1.495358321428571514e+23,1.886342928571428601e+01,1.314585785714285748e+01,6.000000000000000000e+01,4.500000000000000000e+01,5.551939785714285681e+05
