Bin_Index,Flux_Ion,Flux_Atom,E_ion,E_atom,alpha_ion,alpha_atom,heat_total
18,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
19,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
20,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
21,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
22,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
23,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
24,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
25,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
26,9.029616666666665574e+19,1.559276633333333402e+19,1.103129999999999882e+02,6.202563333333333162e+01,6.000000000000000000e+01,4.500000000000000000e+01,4.167660999999999331e+04
27,1.695044999999999836e+20,3.656855000000000000e+19,1.356189999999999998e+02,5.544400500005000509e+00,6.000000000000000000e+01,4.500000000000000000e+01,6.662879999999998836e+04
28,2.310855000000000164e+20,2.759840000000000000e+19,1.452875000000000227e+02,9.539024999999999466e+01,6.000000000000000000e+01,4.500000000000000000e+01,6.196644999999999709e+04
29,4.049980000000000655e+20,7.809983333333332787e+19,1.488333333333333428e+02,5.547776666666666756e+01,6.000000000000000000e+01,4.500000000000000000e+01,6.536350000000000000e+04
30,1.242741500000000016e+21,2.229739999999999672e+20,1.373100000000000023e+02,5.757025000000000858e+01,6.000000000000000000e+01,4.500000000000000000e+01,9.310439999999999418e+04
31,2.320664719999999934e+21,3.063117199999999934e+21,6.801416360000000338e+01,3.854391399999999379e+01,6.000000000000000000e+01,4.500000000000000000e+01,1.633799680000000226e+05
32,5.789276870588234518e+22,1.250608870588235142e+23,9.788505941176470770e+00,7.400181058823529057e+00,6.000000000000000000e+01,4.500000000000000000e+01,4.377450411764705204e+05
